path,family,type,size_bytes,mtime_utc,sha256,status,trust_tier,route,notes
RequestedInfo/10-ufrf-fourier-connection.md,physics_bridge,md,12584,2025-10-27T05:10:22+00:00,b627a059bc7e8d2f5969f2440b4407c5910d6e67407c9f60286c5385689668e3,pending,T1,,
RequestedInfo/Constants/Classical Mathematical Constants in UFRF Triadic Framework.md,constants,md,13171,2025-06-24T20:07:51+00:00,a355c07c60cb3f2f061d08ff029d57160800957106a0130e1a634684c27811ee,done,T0,h1_docs,claim_atoms_batch_b
RequestedInfo/Constants/Comprehensive Systematic Analysis_ All Mathematical Constants in UFRF Framework.md,constants,md,15353,2025-06-24T20:07:44+00:00,7a6cb64d44b4a3b72cff5a188b73be584baf66e239bfee34df7d57c20508880c,done,T0,h1_docs,claim_atoms_batch_b
RequestedInfo/Constants/Constants_emergence_From_UFRF.pdf,constants,pdf,172656,2025-06-24T23:41:33+00:00,be5f8adaa00fc99bacd43763f96fcfb53c4989e496d0261585178221f506579b,done,T0,h1_docs,claim_atoms_batch_c
RequestedInfo/Constants/Mathematical Constants and Harmonic Intervals in the UFRF Framework.md,constants,md,17338,2025-06-18T03:14:21+00:00,1025e67b934fc105ddfe1745174280634f9448ddb5eb0d63bb52e2d32d0245a6,done,T0,h1_docs,claim_atoms_batch_b
RequestedInfo/Constants/UFRF Constants Discovery_ Complete Analysis Including Spiral Mechanics and Prime Source Dynamics.md,constants,md,19882,2025-06-24T20:19:45+00:00,d82b9ab12c968fe2ad274b81a5b18a7735571fb61f0d8a848b97195a65b4764a,done,T0,h1_docs,claim_atoms_batch_c
RequestedInfo/Constants/UFRF Constants Discovery_ Complete Unified Analysis of Structural Emergence and Mathematical Harmony.md,constants,md,37864,2025-06-24T20:17:35+00:00,cdad374c51591688e7ca1e058112908c88aa26d79ac1d8eda09b4282e26628de,done,T0,h1_docs,claim_atoms_batch_c
RequestedInfo/Constants/UFRF Constants Discovery_ Comprehensive Analysis of Triadic Emergence and Natural Patterns.md,constants,md,106103,2025-06-24T20:08:02+00:00,fa3c74bd771232a03aee2e78508897e6035ef9c929fbfaa964c379003188ecb8,done,T0,h1_docs,claim_atoms_batch_c
RequestedInfo/Constants/UFRF Constants Discovery_ Emergence from Geometric and Cyclic Fractal Harmonic Structure.md,constants,md,16496,2025-06-24T20:07:24+00:00,c2ab110b20062bcb07e02d6517bf55eeef2f604cd43a23c62f0de02260bc6ee5,done,T0,h1_docs,claim_atoms_batch_c
RequestedInfo/Constants/UFRF Constants Discovery_ The Unified Fractal Resonance Framework Revelation.md,constants,md,23342,2025-06-24T20:07:39+00:00,7a41a0ce94d22b8bad9c3ea0a37ff39bfc08707a4d848862d103cfb1506cbf2f,done,T0,h1_docs,claim_atoms_batch_c
RequestedInfo/Constants/UFRF Mathematical Constants - COMPREHENSIVE DEEP SEARCH REPORT (1).md,constants,md,6190,2025-06-17T18:43:13+00:00,82eaedc66be2e60d2cd888e33acb4760efef7b08052f6ae80f5f02ec12eefcd6,done,T0,h1_docs,claim_atoms_batch_a
RequestedInfo/Constants/UFRF Mathematical Constants_ Musical Intervals and Cyclical Systems Milestone Review.md,constants,md,8268,2025-06-18T03:14:21+00:00,6c1124cc71a1856aac91d58f59063085292bf3fa1ada4ce52cecec6be4bc07bb,done,T0,h1_docs,claim_atoms_batch_a
RequestedInfo/Constants/inverse_relationships_for_constants.md,constants,md,13845,2025-06-22T22:05:57+00:00,10eac1ffbd4596350cfb606edbbbfafb90ab540769c829b5452565a372c89da0,done,T0,h1_docs,claim_atoms_batch_a
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/development_artifacts/FINAL_REPORT_UFRF_MULTIPLEX_PTL_PHASE2.md,legacy,md,5353,2025-05-08T19:42:02+00:00,1d6395e169dba3c96728926970ef20e9d8ef99840ea36893d0f80c2b802de4fd,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/development_artifacts/comprehensive_report_ufrf_ptl_phase2.md,legacy,md,18651,2025-05-08T19:42:02+00:00,4082b929b4db77fc5fb7bae7b6190aeacbc5cc7f8726e5bbbe9dcf5651070264,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/development_artifacts/conceptual_relationships_analysis.md,legacy,md,10283,2025-05-08T19:42:02+00:00,73a90d9b2f2949051804bef7c8efc173d2be3c9c516d1f20d8083792d78463d2,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/development_artifacts/key_concepts_and_requirements.md,legacy,md,4906,2025-05-08T19:42:02+00:00,8eb4c6babd029866bc5a01431487045224093af0e2963f055443ee8515751ffe,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/development_artifacts/synthesized_findings_ufrf_ptl.md,legacy,md,8389,2025-05-08T19:42:02+00:00,b1f6332b2bd1169d136c22ec1f3ec3f35052a995de88aa6bc956e9247424bec9,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/documentation/MULTIPLEX_PTL_FRAMEWORK_DOCUMENTATION.md,legacy,md,17871,2025-05-08T19:08:20+00:00,82588b40db82f297ecea3083ff876abdefa708d6bc76e5091359dcf61baaadf5,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/source_code/ptl_model_v12.py,legacy,py,15617,2025-05-08T18:49:47+00:00,8aec1636ec324242088dc4407637416b66579ba4639cb4201324c6557ad9687d,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/source_code/ptl_multiplex_framework.py,legacy,py,12035,2025-05-08T19:01:13+00:00,80d4c81b19fe4f680f2bac84dba62ccc1fa61a83501cbb9999a9f67cac3ef693,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/source_code/ptl_multiplex_visualizer_v0.py,legacy,py,9097,2025-05-08T19:05:27+00:00,47e4e35c4a812ffc38542f9aedc0b2d13353ef8aa4f439f8087d4d4e8c8a8905,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/source_code/simple_coupling.py,legacy,py,5231,2025-05-08T19:03:35+00:00,f1bb7adfb304cf7e87b0fc5835eef59604d37fea3b590f3d355e1f227ed268de,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/tests/test_multiplex_ptl_suite.py,legacy,py,9401,2025-05-08T18:52:53+00:00,035f5136b28e725fb79a29f45f26f12d8343409f0fffacbd95fef62e91d5e383,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/tests/test_outputs/test_visualization.png,legacy,png,196856,2025-05-08T19:05:54+00:00,1abd59cacd5e3908ebbc0c8829506ab1a87563243c2cf011bbc0a166442881fc,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/B_Multiplex_PTL_Framework_Implementation_Phase2.1/tests/test_outputs/test_visualization_complex.png,legacy,png,198257,2025-05-08T19:05:55+00:00,70bc6f39c0c434d1b2c668cf1f712ed65b90c5509b6310aca094cf09ae8e2165,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/INVENTORY.md,legacy,md,867,2026-02-11T06:42:35.558155+00:00,0a8a8721b2792ebc0fb612e265ff125ad0d1bccbf40ea82cc4beeb6a6d6c3135,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/README.md,legacy,md,4686,2025-04-26T04:24:08+00:00,b6af9e2f6757800f54747ba73448b9db8d254f91b93da1b9f19b75c26365e3b2,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/__init__.py,legacy,py,0,2025-04-26T04:23:39+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/contextual_unity_detector.py,legacy,py,10769,2025-04-26T04:23:39+00:00,069cd7bcf7d519f41d62428261739cd308579d845d6096dd695e7d1278bb1a49,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/contextual_unity_validator.py,legacy,py,38913,2025-04-26T04:23:39+00:00,486367b83514e72106080054e2bd7d0533ae35f6a964240ef6df1300dcd2120b,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/create_visualizations.py,legacy,py,32880,2025-04-26T04:23:39+00:00,afa2c81a10a03b3774a6435e171d2cf1d32f65214dbb59e01044db1b10486c55,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/cross_scale_coherence_optimizer.py,legacy,py,25583,2025-04-26T04:23:39+00:00,df673d95df484e8a4deb5e3c72d4c88b0eee4c36ec0a15fa6cad42cec401d76f,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/cross_scale_context_analyzer.py,legacy,py,28073,2025-04-26T04:23:39+00:00,c2f7c7497e6d8bd4b524087e43211007695d7149d0fea2b7c1d50e60be0afa5c,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/differential_form_coherence.py,legacy,py,14310,2025-04-26T04:23:39+00:00,761430ac2957e1d8e3b20ea73dba16a2cec153726b9cd863f88af47753c16f0d,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/differential_geometry_core.py,legacy,py,20988,2025-04-26T04:23:39+00:00,5f7cafc134840f1d790e2ab1e2cad812b1454bb61f8bc1a0886743827e8a6b61,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/enhanced_dimensional_mapper.py,legacy,py,15015,2025-04-26T04:23:39+00:00,e619581f879bd665122aeadbf7eb8dec3b2e5c41d2aa7775150110f07e74629b,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/geodesic_boundary_transition.py,legacy,py,11864,2025-04-26T04:23:39+00:00,e9836cff12c79452a8d644655f0bbc46dc82fcbb921f41d7123e594061714fcb,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/harmonic_unity_function.py,legacy,py,31392,2025-04-26T04:23:39+00:00,9acaa9638f78efd27e1c3b7952cf866be13cb5a296966f324b59063578a077c7,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/octave_hodge_duality.py,legacy,py,12091,2025-04-26T04:23:39+00:00,92c27151563928412fcc9d273bf22e1c3cb4c3b22e8292298f2990395789a19f,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/position_fiber_bundle.py,legacy,py,11457,2025-04-26T04:23:39+00:00,71213db504ee028f0dfbcccafa324bda0a6e0c87d6fa6a612e0cb542e4f4278a,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/resonance_pattern_recognizer.py,legacy,py,42474,2025-04-26T04:23:39+00:00,471159b140ecd3b50c08f2cf9ef16b497c4ce962064f6b6c41ee19c3b214d8b8,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/riemann_coherence_calculator.py,legacy,py,10677,2025-04-26T04:23:39+00:00,f25d2173b7396866eba8ea5e179ec7baff3cec92ddc68880a6f2d20c84267e0f,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/standalone_test.py,legacy,py,65532,2025-04-26T04:23:39+00:00,e725d7cd926bbdc5b5c98da6810cecac999d61168fae32fabd3b7831eb26d6e5,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/test_unified_context.py,legacy,py,25580,2025-04-26T04:23:39+00:00,9d930401c1604f78609a3f606515b511ed05fafad3bfb76a3fa3727186cbf30a,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/unified_context_integrator.py,legacy,py,29412,2025-04-26T04:23:39+00:00,31feeed0542aedf4f108422a60b129ac8990340f5bc2b72cc2b33047c5f17c24,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/unified_context_integrator_enhanced.py,legacy,py,12661,2025-04-26T04:23:39+00:00,127de51c3548483b007db8727955a597708b7be52679e2112259bd776f7da53a,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/code/unity_validation_framework.py,legacy,py,29418,2025-04-26T04:23:39+00:00,885d55332591f2216690e24e1eafebd5a0e39748d66086bf85c0696e548f149c,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/documentation/ufrf_comprehensive_theory.md,legacy,md,19033,2025-04-26T04:23:39+00:00,57b2384ca5f6ef9ab61b0c08623217d142375a1fed6966f34beaf6f58ce2518d,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/documentation/ufrf_theoretical_foundations.md,legacy,md,8776,2025-04-26T04:23:39+00:00,385ae16b8315ac540bb8671b0d799dab020e690773a173658be61d5c142e8c09,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/mathematical_formulas/ufrf_mathematical_formulas.md,legacy,md,19488,2025-04-26T04:23:39+00:00,e8c8e6df1404bfbba93cd8d3797916201f1e119e7dadebd39be3bd6b2aefbf97,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/visualizations/bianchi_identity_verification.png,legacy,png,253607,2025-04-26T04:23:39+00:00,f0929a05fcaa6c54d8111560d70b94a5e2b4edab263390ca1d50ffb24121b9f0,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/visualizations/cross_scale_coherence.png,legacy,png,380575,2025-04-26T04:23:39+00:00,9b7c1b667ad4a4ff6902acbd0b9594cf0608bdf7405d3d9f88db73798ecf285b,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/visualizations/differential_forms.png,legacy,png,306903,2025-04-26T04:23:39+00:00,39fa692919f90d40d69ced12aace1c7f8b9ab8eb94d20ff92099dd4fe5bb1b39,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/visualizations/fiber_bundle_structure.png,legacy,png,1130509,2025-04-26T04:23:39+00:00,62c39ca9ece53e7f943e5f71a9535a70a6992d26a42d211c5418c36f8d574f09,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/visualizations/geodesic_boundary_transition.png,legacy,png,232879,2025-04-26T04:23:39+00:00,890c7eb12f10ffbf1565556eb3ba7cd4f3755fe91894d75874805a073c636c1b,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/visualizations/golden_ratio_boundary_mapping.png,legacy,png,274882,2025-04-26T04:23:39+00:00,483f9c8092edf838e6a041a3efafa31bf0faeb6981eb90962844711088b6c8e3,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/visualizations/inner_outer_octave_duality.png,legacy,png,682664,2025-04-26T04:23:39+00:00,5f6e896e378703b96c3426f42919d6ae157abd3ca596701eaa150bf4dabb3df2,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/visualizations/musical_analogy.png,legacy,png,1239338,2025-04-26T04:23:39+00:00,b415677350b5135bcbf39427f8faa4d5ea3218584217dc03deb6aeea2c28cc22,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/visualizations/riemann_tensor_coherence.png,legacy,png,1239453,2025-04-26T04:23:39+00:00,58299801ba6ab8ebd855c75bb59527d5d3d2a810e1d0c16f8bf24921e9543dea,pending,T0,,
RequestedInfo/ReallyOldbutRelevant/Tensor_Fields_ufrf_complete_package 2/visualizations/toroidal_geometry.png,legacy,png,1115820,2025-04-26T04:23:39+00:00,278404dcc75e3739b43a5813253082abc5454e5a7bfa5b2139d48a88e576396f,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/CITATIONS.txt,physics_bridge,txt,788,2025-11-11T12:45:30+00:00,590a58eee132a52c297e740840f1c23854c8a12382ded9632d9379c113478489,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/LICENSE.txt,physics_bridge,txt,137,2025-11-11T12:45:30+00:00,088e7a70a4245a1e788d1ccac563f1c6f3a0dbe3a3f20403a5f80b624c2b7dd7,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/README.md,physics_bridge,md,2936,2025-11-11T12:45:30+00:00,d20c8aed194e8e72a73d61bc1aaf9a664759f9167f334e99debcf5a8b6f6b751,pending,T1,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/VERSION.txt,physics_bridge,txt,45,2025-11-11T12:45:30+00:00,e55c51d435238b55c567613b4e0fbcdda041b0674c135714714b27b707c5e8dd,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/code/dirac_spinor_checks.py,physics_bridge,py,2102,2025-11-11T12:45:30+00:00,c1706e96fe13acb4daae8f74d75808b0024381289ef1faa74387bb4740bf7553,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/code/maxwell_fdtd_1d.py,physics_bridge,py,1257,2025-11-11T12:46:12+00:00,b260ce66af26c6dbd62db900fc7b8de7f332f3a992e0f0d4d545c09744cd62d7,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/code/run_all.py,physics_bridge,py,633,2026-02-12T02:41:59.596535+00:00,bd0b92c25fd025731d7cad8f70bfc0d87f72840ff69c82dca31635502f4def79,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/code/ym_lattice_su2_demo.py,physics_bridge,py,6522,2025-11-11T12:46:28+00:00,7ddc6eac2ab3bd045d02ee892b89bdf6a7c5752a4970999e2d7d6f62c1cd4e86,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/code/ym_lattice_su3_demo.py,physics_bridge,py,4109,2025-11-11T12:46:28+00:00,8f93845784b1bf65d42a419c7b3758ba7cf9f756de6f495bd228d11de22f8ed7,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/docs/BRST_and_Matter_Coupling_Notes.md,physics_bridge,md,1113,2025-11-11T12:45:30+00:00,6862fc3d44ad2071b03aba4bdb493a3f0955c0c83421ba8d604d9c4f56bca162,pending,T1,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/docs/Concurrent_Triple_Manifolds_and_Nodes.md,physics_bridge,md,928,2025-11-11T12:45:30+00:00,593577f21fd63b350e4e42cad1ab53149e942fbe55301d47743959a0c45825fd,pending,T1,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/docs/Continuum_to_Lattice_Derivation.md,physics_bridge,md,1013,2025-11-11T12:45:30+00:00,e91f21f268700ddabee3b5df49788076c5053e021fc87fba333f778dc9b9905d,pending,T1,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/docs/Dirac_from_UFRF_Complete.md,physics_bridge,md,751,2025-11-11T12:45:30+00:00,d9b3d9f83810ea0b81209234c88ade37c1d436273ab44642eff9d3ede5de024c,pending,T1,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/docs/Maxwell_from_UFRF_Green.md,physics_bridge,md,1280,2025-11-11T12:45:30+00:00,b861f4858b0a613bcefb272c0cfb1ffe4e9711e9cc8fdf2307fa193c97de3a2a,pending,T1,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/docs/Validation_Checklist.md,physics_bridge,md,1176,2025-11-11T12:45:30+00:00,92fc18cc779a4f06b3687e7a883e8d09c021b0de1e33a4c825e122ed9ff9cede,pending,T1,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/docs/YM_from_UFRF_Complete.md,physics_bridge,md,1759,2025-11-11T12:45:30+00:00,b1fce23b102e9c6de90a0f72225f78e95ad4dc6e3f9840f5379137a2074367ed,pending,T1,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/results/dirac_checks_summary.json,physics_bridge,json,172,2026-02-12T02:41:27.790087+00:00,c50e2777aa4e4cc2a9922349d2d72ac061f9decedf90acb8741d1dc6e7c94573,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/results/maxwell_fdtd_summary.json,physics_bridge,json,116,2026-02-12T02:41:27.722812+00:00,be620ee759d779631ec5d909c341f5640f83b67214653b7ab73503b1672ccc6f,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/results/ym_su2_summary.json,physics_bridge,json,484,2026-02-12T02:41:28.168740+00:00,61e0add37884163db3a198561e6918ccc081fdc0ebff0454ea5f85e3e7db7e87,pending,T0,,
RequestedInfo/UFRF_AllGreen_Package_v1.0/results/ym_su3_summary.json,physics_bridge,json,119,2026-02-12T02:41:28.419523+00:00,6763e1b3affb9014f871908e6d480e25d9370c7cd745873b2b6ed85c4b67c352,pending,T0,,
RequestedInfo/UFRF_Maxwell_Dirac_YM_AllGreen_v1.0.zip,physics_bridge,zip,16700,2025-11-11T06:50:53+00:00,81e13ce69e4aa94166ec464388f1ac20ff0e37d356e72fb663302e64c8780acc,pending,T0,,
RequestedInfo/UFRF_YangMills_Restored.md,physics_bridge,md,4940,2025-11-08T04:10:32+00:00,da2d701f10814739bd980fb314c6fb55104ac7ed2c015fd69e2248f362b6e520,pending,T1,,
RequestedInfo/UFRF_YangMills_Restored.tex,other,tex,1683,2025-11-08T04:10:32+00:00,2bab61870edb37823382bb5d107e3f5f2b4006b4e468ef9f162fca42c5a0c1fa,pending,T0,,
RequestedInfo/review_state/CANONICAL_CLAIMS.csv,other,csv,12282,2026-02-11T07:06:42.707378+00:00,977c8625af43a7bd1e1dae1d168a3268059d804958334cc182417b5d5d81a72a,pending,T0,,
RequestedInfo/review_state/CLAIM_ATOMS.csv,other,csv,17974,2026-02-11T07:05:15.360386+00:00,ab870cc673f0c3dfcf45d1b3c8ac906a578d545f479f32c3eb0dbc51580a42ac,pending,T0,,
RequestedInfo/review_state/CLAIM_ATOMS_SUMMARY.md,other,md,2685,2026-02-11T07:06:06.970303+00:00,2e807623ee2c0754c9e6fbb7e9c5a61b68eb7ac36c20f0ca53cfcfe8e833b616,pending,T0,,
RequestedInfo/review_state/CLAIM_ROUTING.csv,other,csv,5662,2026-02-11T07:35:07.763806+00:00,4dc6083fa37d7ec021c08dfeccac2a4e43c87b34b2db3c57a9abb0feab497fae,pending,T0,,
RequestedInfo/review_state/H1_BATCH_C_QUEUE.txt,other,txt,0,2026-02-11T07:05:26.498448+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,pending,T0,,
